Especie;Categoria_Ameaca;Legislacao
Cattleya gloedeniana;CR;Portaria MMA N. 148/2022
Cattleya grandis;VU;Portaria MMA N. 148/2022
Cattleya granulosa;VU;Portaria MMA N. 148/2022
Cattleya guttata;VU;Portaria MMA N. 148/2022
Cattleya harpophylla;VU;Portaria MMA N. 148/2022
Cattleya harrisoniana;VU;Portaria MMA N. 148/2022
Cattleya hoehnei;EN;Portaria MMA N. 148/2022
Cattleya intermedia;VU;Portaria MMA N. 148/2022
Cattleya jongheana;EN;Portaria MMA N. 148/2022
Cattleya kautskyana;CR;Portaria MMA N. 148/2022
Cattleya labiata;VU;Portaria MMA N. 148/2022
Cattleya lobata;CR;Portaria MMA N. 148/2022
Cattleya milleri;CR;Portaria MMA N. 148/2022
Cattleya munchowiana;CR;Portaria MMA N. 148/2022
Cattleya neokautskyi;CR;Portaria MMA N. 148/2022
Cattleya perrinii;VU;Portaria MMA N. 148/2022
Cattleya porphyroglossa;CR;Portaria MMA N. 148/2022
Cattleya pumila;VU;Portaria MMA N. 148/2022
Cattleya purpurata;VU;Portaria MMA N. 148/2022
Cattleya pygmaea;EN;Portaria MMA N. 148/2022
Cattleya schilleriana;EN;Portaria MMA N. 148/2022
Cattleya sincorana;EN;Portaria MMA N. 148/2022
Cattleya tenebrosa;EN;Portaria MMA N. 148/2022
Cattleya tenuis;EN;Portaria MMA N. 148/2022
Cattleya tigrina;VU;Portaria MMA N. 148/2022
Cattleya velutina;VU;Portaria MMA N. 148/2022
Cattleya walkeriana;VU;Portaria MMA N. 148/2022
Cattleya warneri;VU;Portaria MMA N. 148/2022
Cattleya wittigiana;EN;Portaria MMA N. 148/2022
Cattleya xanthina;EN;Portaria MMA N. 148/2022
Centroglossa castellensis;CR;Portaria MMA N. 148/2022
Centroglossa greeniana;EN;Portaria MMA N. 148/2022
Chloraea membranacea;EN;Portaria MMA N. 148/2022
Cirrhaea fuscolutea;EN;Portaria MMA N. 148/2022
Cirrhaea loddigesii;CR;Portaria MMA N. 148/2022
Cirrhaea longiracemosa;VU;Portaria MMA N. 148/2022
Cleistes aphylla;EN;Portaria MMA N. 148/2022
Codonorchis canisioi;CR;Portaria MMA N. 148/2022
Constantia cipoensis;CR;Portaria MMA N. 148/2022
Cyclopogon dutrae;EN;Portaria MMA N. 148/2022
Cyclopogon venustus;EN;Portaria MMA N. 148/2022
Cycnoches pentadactylum;EN;Portaria MMA N. 148/2022
Cyrtopodium caiapoense;VU;Portaria MMA N. 148/2022
Cyrtopodium hatschbachii;EN;Portaria MMA N. 148/2022
Cyrtopodium lamellaticallosum;CR;Portaria MMA N. 148/2022
Cyrtopodium latifolium;CR;Portaria MMA N. 148/2022
Cyrtopodium linearifolium;CR;Portaria MMA N. 148/2022
Cyrtopodium lissochiloides;VU;Portaria MMA N. 148/2022
Cyrtopodium palmifrons;VU;Portaria MMA N. 148/2022
Cyrtopodium poecilum var. roseum;EN;Portaria MMA N. 148/2022
Cyrtopodium triste;VU;Portaria MMA N. 148/2022
Dichaea mosenii;VU;Portaria MMA N. 148/2022
Dryadella auriculigera;CR;Portaria MMA N. 148/2022
Dryadella lilliputiana;VU;Portaria MMA N. 148/2022
Dryadella susanae;CR;Portaria MMA N. 148/2022
Encyclia bragancae;EN;Portaria MMA N. 148/2022
Epidendrum addae;VU;Portaria MMA N. 148/2022
Epidendrum ammophilum;EN;Portaria MMA N. 148/2022
Epidendrum harrisoniae;CR;Portaria MMA N. 148/2022
Epidendrum henschenii;EN;Portaria MMA N. 148/2022
Epidendrum robustum;VU;Portaria MMA N. 148/2022
Epidendrum zappii;EN;Portaria MMA N. 148/2022
Gomesa kautskyi;EN;Portaria MMA N. 148/2022
Gomesa majevskyae;EN;Portaria MMA N. 148/2022
Gomesa pectoralis;CR;Portaria MMA N. 148/2022
Gomesa pulchella;CR;Portaria MMA N. 148/2022
Grandiphyllum divaricatum;VU;Portaria MMA N. 148/2022
Grandiphyllum hians;VU;Portaria MMA N. 148/2022
Grobya cipoensis;CR;Portaria MMA N. 148/2022
Grobya fascifera;VU;Portaria MMA N. 148/2022
Habenaria achalensis;VU;Portaria MMA N. 148/2022
Habenaria brachyplectron;CR;Portaria MMA N. 148/2022
Habenaria ernesti-ulei;EN;Portaria MMA N. 148/2022
Habenaria galeandriformis;CR;Portaria MMA N. 148/2022
Habenaria itaculumia;CR;Portaria MMA N. 148/2022
Habenaria novaesii;CR;Portaria MMA N. 148/2022
Habenaria piraquarensis;EN;Portaria MMA N. 148/2022
Houlletia brocklehurstiana;EN;Portaria MMA N. 148/2022
Isabelia virginalis;VU;Portaria MMA N. 148/2022
Lankesterella spannageliana;EN;Portaria MMA N. 148/2022
Malaxis jaraguae;VU;Portaria MMA N. 148/2022
Masdevallia discoidea;CR;Portaria MMA N. 148/2022
Maxillaria schunkeana;EN;Portaria MMA N. 148/2022
Miltonia kayasimae;CR;Portaria MMA N. 148/2022
Myoxanthus ruschii;CR;Portaria MMA N. 148/2022
Myoxanthus seidelii;CR;Portaria MMA N. 148/2022
Notylia microchila;EN;Portaria MMA N. 148/2022
Octomeria alexandri;EN;Portaria MMA N. 148/2022
Octomeria chamaeleptotes;VU;Portaria MMA N. 148/2022
Octomeria cochlearis;EN;Portaria MMA N. 148/2022
Octomeria fimbriata;VU;Portaria MMA N. 148/2022
Octomeria geraensis;VU;Portaria MMA N. 148/2022
Octomeria hatschbachii;VU;Portaria MMA N. 148/2022
Octomeria hoehnei;EN;Portaria MMA N. 148/2022
Octomeria lichenicola;EN;Portaria MMA N. 148/2022
Octomeria rodeiensis;EN;Portaria MMA N. 148/2022
Octomeria rodriguesii;EN;Portaria MMA N. 148/2022
Octomeria truncicola;VU;Portaria MMA N. 148/2022
Octomeria wawrae;EN;Portaria MMA N. 148/2022
Octomeria wilsoniana;CR;Portaria MMA N. 148/2022
Pabstiella bacillaris;EN;Portaria MMA N. 148/2022
Pabstiella calcarata;VU;Portaria MMA N. 148/2022
Pabstiella carinifera;VU;Portaria MMA N. 148/2022
Pabstiella castellensis;CR;Portaria MMA N. 148/2022
Pabstiella conspersa;EN;Portaria MMA N. 148/2022
Pabstiella curti-bradei;VU;Portaria MMA N. 148/2022
Pabstiella dracula;VU;Portaria MMA N. 148/2022
Pabstiella garayi;CR;Portaria MMA N. 148/2022
Pabstiella gracilicaulis;VU;Portaria MMA N. 148/2022
Pabstiella lingua;EN;Portaria MMA N. 148/2022
Pabstiella ruschii;CR;Portaria MMA N. 148/2022
Phragmipedium vittatum;VU;Portaria MMA N. 148/2022
Phymatidium geiselii;EN;Portaria MMA N. 148/2022
Phymatidium vogelii;VU;Portaria MMA N. 148/2022
Polystachya rupicola;CR;Portaria MMA N. 148/2022
Prescottia spiranthophylla;EN;Portaria MMA N. 148/2022
Pseudolaelia brejetubensis;CR;Portaria MMA N. 148/2022
Pseudolaelia canaanensis;VU;Portaria MMA N. 148/2022
Pseudolaelia cipoensis;CR;Portaria MMA N. 148/2022
Pseudolaelia citrina;EN;Portaria MMA N. 148/2022
Pseudolaelia corcovadensis;EN;Portaria MMA N. 148/2022
Pseudolaelia dutrae;VU;Portaria MMA N. 148/2022
Pteroglossa hilariana;EN;Portaria MMA N. 148/2022
Rauhiella silvana;EN;Portaria MMA N. 148/2022
Rodriguezia sucrei;CR;Portaria MMA N. 148/2022
Sarcoglottis alexandri;EN;Portaria MMA N. 148/2022
Saundersia mirabilis;EN;Portaria MMA N. 148/2022
Saundersia paniculata;VU;Portaria MMA N. 148/2022
Scuticaria irwiniana;EN;Portaria MMA N. 148/2022
Scuticaria itirapinensis;CR;Portaria MMA N. 148/2022
Scuticaria kautskyi;CR;Portaria MMA N. 148/2022
Scuticaria strictifolia;EN;Portaria MMA N. 148/2022
Specklinia gomesferreirae;CR;Portaria MMA N. 148/2022
Stelis palmeiraensis;VU;Portaria MMA N. 148/2022
Stigmatosema hatschbachii;CR;Portaria MMA N. 148/2022
Thelyschista ghillanyi;VU;Portaria MMA N. 148/2022
Thysanoglossa jordanensis;EN;Portaria MMA N. 148/2022
Trichocentrum schwambachiae;VU;Portaria MMA N. 148/2022
Vanilla dietschiana;VU;Portaria MMA N. 148/2022
Vanilla dubia;EN;Portaria MMA N. 148/2022
Zygopetalum crinitum subsp. pabstii;EN;Portaria MMA N. 148/2022
Zygopetalum jugosum;EN;Portaria MMA N. 148/2022
Zygopetalum murrayanum;EN;Portaria MMA N. 148/2022
Zygostates kuhlmannii;EN;Portaria MMA N. 148/2022
Zygostates linearisepala;CR;Portaria MMA N. 148/2022
Zygostates ovatipetala;EN;Portaria MMA N. 148/2022
Agalinis bandeirensis;CR;Portaria MMA N. 148/2022
Agalinis brachyphylla;VU;Portaria MMA N. 148/2022
Agalinis itambensis;EN;Portaria MMA N. 148/2022
Agalinis nana;EN;Portaria MMA N. 148/2022
Agalinis ramulifera;EN;Portaria MMA N. 148/2022
Agalinis schwackeana;CR;Portaria MMA N. 148/2022
Esterhazya caesarea;VU;Portaria MMA N. 148/2022
Magdalenaea limae;CR;Portaria MMA N. 148/2022
Nothochilus coccineus;EN;Portaria MMA N. 148/2022
Oxalis arachnoidea;CR;Portaria MMA N. 148/2022
Oxalis bela-vitoriae;CR;Portaria MMA N. 148/2022
Oxalis blackii;CR;Portaria MMA N. 148/2022
Oxalis clausenii;CR;Portaria MMA N. 148/2022
Oxalis diamantinae;CR;Portaria MMA N. 148/2022
Oxalis doceana;CR;Portaria MMA N. 148/2022
Oxalis hyalotricha;EN;Portaria MMA N. 148/2022
Oxalis impatiens;EN;Portaria MMA N. 148/2022
Oxalis kuhlmannii;CR;Portaria MMA N. 148/2022
Oxalis mandioccana;VU;Portaria MMA N. 148/2022
Oxalis paranaensis;CR;Portaria MMA N. 148/2022
Oxalis praetexta;EN;Portaria MMA N. 148/2022
Jensenia difformis;EN;Portaria MMA N. 148/2022
Passiflora farneyi;VU;Portaria MMA N. 148/2022
Passiflora hatschbachii;EN;Portaria MMA N. 148/2022
Passiflora imbeana;EN;Portaria MMA N. 148/2022
Passiflora ischnoclada;CR;Portaria MMA N. 148/2022
Passiflora margaritae;EN;Portaria MMA N. 148/2022
Passiflora setulosa;EN;Portaria MMA N. 148/2022
Passiflora urubiciensis;EN;Portaria MMA N. 148/2022
Freziera carinata;CR;Portaria MMA N. 148/2022
Ternstroemia cuneifolia;EN;Portaria MMA N. 148/2022
Pera manausensis;EN;Portaria MMA N. 148/2022
Pera membranacea;EN;Portaria MMA N. 148/2022
Pera pulchrifolia;CR;Portaria MMA N. 148/2022
Amanoa sinuosa;VU;Portaria MMA N. 148/2022
Discocarpus pedicellatus;VU;Portaria MMA N. 148/2022
Phyllanthus biantherifer;EN;Portaria MMA N. 148/2022
Phyllanthus gladiatus;VU;Portaria MMA N. 148/2022
Phyllanthus itatiaiensis;CR;Portaria MMA N. 148/2022
Phyllanthus rosmarinifolius;EN;Portaria MMA N. 148/2022
Phyllanthus umbratus;CR;Portaria MMA N. 148/2022
Picramnia coccinea;EN;Portaria MMA N. 148/2022
Picramnia excelsa;VU;Portaria MMA N. 148/2022
Picramnia grandifolia;EN;Portaria MMA N. 148/2022
Piranhea securinega;EN;Portaria MMA N. 148/2022
Peperomia arbuscula;CR;Portaria MMA N. 148/2022
Peperomia cordigera;VU;Portaria MMA N. 148/2022
Peperomia gracilis;EN;Portaria MMA N. 148/2022
Peperomia guarujana;CR;Portaria MMA N. 148/2022
Peperomia hemmendorffii;EN;Portaria MMA N. 148/2022
Peperomia itatiaiana;EN;Portaria MMA N. 148/2022
Peperomia loefgrenii;EN;Portaria MMA N. 148/2022
Peperomia pubipeduncula;CR;Portaria MMA N. 148/2022
Peperomia rostulatiformis;EN;Portaria MMA N. 148/2022
Peperomia rufispica;CR;Portaria MMA N. 148/2022
Piper amparoense;EN;Portaria MMA N. 148/2022
Piper anostachyum;EN;Portaria MMA N. 148/2022
Piper barretoi;EN;Portaria MMA N. 148/2022
Piper bennettianum;VU;Portaria MMA N. 148/2022
Piper carautensei;EN;Portaria MMA N. 148/2022
Piper casteloense;EN;Portaria MMA N. 148/2022
Piper duartei;VU;Portaria MMA N. 148/2022
Piper edwallii;EN;Portaria MMA N. 148/2022
Piper giordanoi;VU;Portaria MMA N. 148/2022
Piper halesiifolium;CR;Portaria MMA N. 148/2022
Piper hatschbachii;CR;Portaria MMA N. 148/2022
Piper hoehnei;EN;Portaria MMA N. 148/2022
Piper juliflorum;EN;Portaria MMA N. 148/2022
Piper kuhlmannii;VU;Portaria MMA N. 148/2022
Piper laevicarpum;EN;Portaria MMA N. 148/2022
Piper loefgrenii;VU;Portaria MMA N. 148/2022
Piper morisonianum;CR;Portaria MMA N. 148/2022
Piper niteroiense;CR;Portaria MMA N. 148/2022
Piper oblancifolium;EN;Portaria MMA N. 148/2022
Piper piritubanum;EN;Portaria MMA N. 148/2022
Piper rioense;EN;Portaria MMA N. 148/2022
Piper sampaioi;CR;Portaria MMA N. 148/2022
Piper scabrellum;EN;Portaria MMA N. 148/2022
Piper translucens;VU;Portaria MMA N. 148/2022
Piper trigonodrupum;EN;Portaria MMA N. 148/2022
Plagiochila boryana;EN;Portaria MMA N. 148/2022
Angelonia alternifolia;CR;Portaria MMA N. 148/2022
Bacopa cochlearia;EN;Portaria MMA N. 148/2022
Ildefonsia bibracteata;EN;Portaria MMA N. 148/2022
Lapaea harleyi;VU;Portaria MMA N. 148/2022
Matourea caparaoensis;CR;Portaria MMA N. 148/2022
Matourea latifolia;CR;Portaria MMA N. 148/2022
Plantago turficola;EN;Portaria MMA N. 148/2022
Stemodia hyptoides;VU;Portaria MMA N. 148/2022
Agrostis lenis;VU;Portaria MMA N. 148/2022
Agrostis longiberbis;EN;Portaria MMA N. 148/2022
Altoparadisium chapadense;CR;Portaria MMA N. 148/2022
Andropogon glaucophyllus;EN;Portaria MMA N. 148/2022
Anomochloa marantoidea;EN;Portaria MMA N. 148/2022
Anthaenantiopsis fiebrigii;CR;Portaria MMA N. 148/2022
Apoclada simplex;EN;Portaria MMA N. 148/2022
Aristida brasiliensis;EN;Portaria MMA N. 148/2022
Aristida constricta;CR;Portaria MMA N. 148/2022
Arthropogon xerachne;CR;Portaria MMA N. 148/2022
Arundinella deppeana;VU;Portaria MMA N. 148/2022
Axonopus carajasensis;EN;Portaria MMA N. 148/2022
Axonopus fastigiatus;VU;Portaria MMA N. 148/2022
Axonopus hydrolithicus;CR;Portaria MMA N. 148/2022
Axonopus monticola;EN;Portaria MMA N. 148/2022
Axonopus uninodis;CR;Portaria MMA N. 148/2022
Bothriochloa laguroides;VU;Portaria MMA N. 148/2022
Brasilochloa sampaiana;EN;Portaria MMA N. 148/2022
Bromidium ramboi;CR;Portaria MMA N. 148/2022
Cambajuva ulei;EN;Portaria MMA N. 148/2022
Canastra lanceolata;CR;Portaria MMA N. 148/2022
Chascolytrum brasilense;EN;Portaria MMA N. 148/2022
Chascolytrum bulbosum;CR;Portaria MMA N. 148/2022
Chascolytrum itatiaiae;EN;Portaria MMA N. 148/2022
Chascolytrum parodianum;CR;Portaria MMA N. 148/2022
Chascolytrum scabrum;EN;Portaria MMA N. 148/2022
Chusquea attenuata;EN;Portaria MMA N. 148/2022
Chusquea baculifera;CR;Portaria MMA N. 148/2022
Chusquea erecta;EN;Portaria MMA N. 148/2022
Chusquea heterophylla;EN;Portaria MMA N. 148/2022
Chusquea pulchella;EN;Portaria MMA N. 148/2022
Chusquea tenuiglumis;CR;Portaria MMA N. 148/2022
Colanthelia macrostachya;EN;Portaria MMA N. 148/2022
Danthonia cirrata;EN;Portaria MMA N. 148/2022
Deschampsia cespitosa;EN;Portaria MMA N. 148/2022
Diandrolyra tatianae;EN;Portaria MMA N. 148/2022
Dichanthelium cucaense;EN;Portaria MMA N. 148/2022
Digitaria neesiana;EN;Portaria MMA N. 148/2022
Glaziophyton mirabile;EN;Portaria MMA N. 148/2022
Gymnopogon doellii;CR;Portaria MMA N. 148/2022
Leersia ligularis;VU;Portaria MMA N. 148/2022
Lithachne horizontalis;EN;Portaria MMA N. 148/2022
Luziola brasiliensis;VU;Portaria MMA N. 148/2022
Melica arzivencoi;EN;Portaria MMA N. 148/2022
Merostachys abadiana;CR;Portaria MMA N. 148/2022
Merostachys burmanii;EN;Portaria MMA N. 148/2022
Merostachys caucaiana;CR;Portaria MMA N. 148/2022
Merostachys scandens;CR;Portaria MMA N. 148/2022
Ocellochloa brachystachya;CR;Portaria MMA N. 148/2022
Olyra latispicula;CR;Portaria MMA N. 148/2022
Parianella carvalhoi;CR;Portaria MMA N. 148/2022
Paspalum biaristatum;EN;Portaria MMA N. 148/2022
Paspalum longiaristatum;EN;Portaria MMA N. 148/2022
Paspalum niquelandiae;EN;Portaria MMA N. 148/2022
Paspalum rawitscheri;EN;Portaria MMA N. 148/2022
Paspalum repandum;EN;Portaria MMA N. 148/2022
Piptochaetium alpinum;EN;Portaria MMA N. 148/2022
Piptochaetium palustre;CR;Portaria MMA N. 148/2022
Poa bradei;EN;Portaria MMA N. 148/2022
Poa reitzii;EN;Portaria MMA N. 148/2022
Raddia angustifolia;CR;Portaria MMA N. 148/2022
Raddia distichophylla;EN;Portaria MMA N. 148/2022
Reitzia smithii;VU;Portaria MMA N. 148/2022
Schizachyrium scabriflorum;EN;Portaria MMA N. 148/2022
Setaria parviflora var. pilosissima;CR;Portaria MMA N. 148/2022
Setaria stolonifera;CR;Portaria MMA N. 148/2022
Sporobolus apiculatus;EN;Portaria MMA N. 148/2022
Sucrea maculata;EN;Portaria MMA N. 148/2022
Triraphis devia;EN;Portaria MMA N. 148/2022
Zizaniopsis bonariensis;EN;Portaria MMA N. 148/2022
Podocarpus barretoi;CR;Portaria MMA N. 148/2022
Podocarpus brasiliensis;EN;Portaria MMA N. 148/2022
Mourera weddelliana;VU;Portaria MMA N. 148/2022
Podostemum ovatum;EN;Portaria MMA N. 148/2022
Podostemum rutifolium;VU;Portaria MMA N. 148/2022
Podostemum saldanhanum;EN;Portaria MMA N. 148/2022
Acanthocladus santosii;EN;Portaria MMA N. 148/2022
Polygala franchetii;EN;Portaria MMA N. 148/2022
Polygala revoluta;EN;Portaria MMA N. 148/2022
Polygala selaginoides;EN;Portaria MMA N. 148/2022
Polygala stephaniana;EN;Portaria MMA N. 148/2022
Polygala tamariscea;VU;Portaria MMA N. 148/2022
Coccoloba bullata;VU;Portaria MMA N. 148/2022
Coccoloba fastigiata;EN;Portaria MMA N. 148/2022
Coccoloba gigantifolia;EN;Portaria MMA N. 148/2022
Coccoloba rigida;EN;Portaria MMA N. 148/2022
Ruprechtia crenata;CR;Portaria MMA N. 148/2022
Ruprechtia glauca;VU;Portaria MMA N. 148/2022
Ruprechtia latifunda;EN;Portaria MMA N. 148/2022
Triplaris physocalyx;EN;Portaria MMA N. 148/2022
Alansmia senilis;CR;Portaria MMA N. 148/2022
Ceradenia capillaris;VU;Portaria MMA N. 148/2022
Ceradenia glaziovii;EN;Portaria MMA N. 148/2022
Ceradenia warmingii;CR;Portaria MMA N. 148/2022
Grammitis fluminensis;EN;Portaria MMA N. 148/2022
Lellingeria brasiliensis;VU;Portaria MMA N. 148/2022
Lellingeria itatimensis;CR;Portaria MMA N. 148/2022
Lellingeria tamandarei;EN;Portaria MMA N. 148/2022
Moranopteris perpusilla;EN;Portaria MMA N. 148/2022
Mycopteris semihirsuta;EN;Portaria MMA N. 148/2022
Mycopteris taxifolia;EN;Portaria MMA N. 148/2022
Pecluma hoehnei;CR;Portaria MMA N. 148/2022
Pecluma insularis;CR;Portaria MMA N. 148/2022
Pleopeltis alborufula;EN;Portaria MMA N. 148/2022
Pleopeltis monoides;EN;Portaria MMA N. 148/2022
Pleopeltis trindadensis;CR;Portaria MMA N. 148/2022
Stenogrammitis limula;CR;Portaria MMA N. 148/2022
Stenogrammitis pumila;CR;Portaria MMA N. 148/2022
Portulaca hatschbachii;EN;Portaria MMA N. 148/2022
Leptodontium wallisii;VU;Portaria MMA N. 148/2022
Cybianthus boissieri;VU;Portaria MMA N. 148/2022
Cybianthus gracillimus;CR;Portaria MMA N. 148/2022
Lysimachia barbata;EN;Portaria MMA N. 148/2022
Lysimachia buxifolia;EN;Portaria MMA N. 148/2022
Myrsine congesta;EN;Portaria MMA N. 148/2022
Myrsine glazioviana;EN;Portaria MMA N. 148/2022
Myrsine villosissima;EN;Portaria MMA N. 148/2022
Stylogyne leptantha;EN;Portaria MMA N. 148/2022
Stylogyne sordida;CR;Portaria MMA N. 148/2022
Euplassa cantareirae;EN;Portaria MMA N. 148/2022
Euplassa hoehnei;EN;Portaria MMA N. 148/2022
Euplassa nebularis;EN;Portaria MMA N. 148/2022
Euplassa rufa;VU;Portaria MMA N. 148/2022
Euplassa semicostata;EN;Portaria MMA N. 148/2022
Panopsis multiflora;EN;Portaria MMA N. 148/2022
Roupala asplenioides;EN;Portaria MMA N. 148/2022
Roupala caparoensis;EN;Portaria MMA N. 148/2022
Roupala gracilis;EN;Portaria MMA N. 148/2022
Roupala longepetiolata;VU;Portaria MMA N. 148/2022
Roupala pallida;EN;Portaria MMA N. 148/2022
Roupala sculpta;EN;Portaria MMA N. 148/2022
Adiantum diphyllum;CR;Portaria MMA N. 148/2022
Adiantum discolor;EN;Portaria MMA N. 148/2022
Adiantum mynsseniae;EN;Portaria MMA N. 148/2022
Adiantum papillosum;EN;Portaria MMA N. 148/2022
Adiantum tetragonum;EN;Portaria MMA N. 148/2022
Cheilanthes incisa;EN;Portaria MMA N. 148/2022
Cheilanthes juergensii;EN;Portaria MMA N. 148/2022
Cheilanthes regnelliana;EN;Portaria MMA N. 148/2022
Doryopteris rediviva;VU;Portaria MMA N. 148/2022
Doryopteris trilobata;EN;Portaria MMA N. 148/2022
Jamesonia biardii;EN;Portaria MMA N. 148/2022
Jamesonia brasiliensis;EN;Portaria MMA N. 148/2022
Jamesonia cheilanthoides;EN;Portaria MMA N. 148/2022
Jamesonia insignis;EN;Portaria MMA N. 148/2022
Jamesonia rufescens;CR;Portaria MMA N. 148/2022
Lytoneuron itatiaiense;EN;Portaria MMA N. 148/2022
Lytoneuron paradoxum;VU;Portaria MMA N. 148/2022
Lytoneuron rosenstockii;EN;Portaria MMA N. 148/2022
Lytoneuron rufum;EN;Portaria MMA N. 148/2022
Lytoneuron subsimplex;EN;Portaria MMA N. 148/2022
Lytoneuron tijucanum;EN;Portaria MMA N. 148/2022
Ormopteris cymbiformis;EN;Portaria MMA N. 148/2022
Ormopteris gleichenioides;EN;Portaria MMA N. 148/2022
Pteris congesta;EN;Portaria MMA N. 148/2022
Pteris limae;CR;Portaria MMA N. 148/2022
Lacunaria sampaioi;EN;Portaria MMA N. 148/2022
Colletia exserta;EN;Portaria MMA N. 148/2022
Colletia paradoxa;EN;Portaria MMA N. 148/2022
Discaria americana;VU;Portaria MMA N. 148/2022
Gouania corylifolia;VU;Portaria MMA N. 148/2022
Gouania inornata;EN;Portaria MMA N. 148/2022
Rhamnidium glabrum;VU;Portaria MMA N. 148/2022
Sarcomphalus glaziovii;EN;Portaria MMA N. 148/2022
Scutia arenicola;EN;Portaria MMA N. 148/2022
Riccia ridleyi;CR;Portaria MMA N. 148/2022
Alibertia curviflora;EN;Portaria MMA N. 148/2022
Alibertia duckei;EN;Portaria MMA N. 148/2022
Alseis involuta;VU;Portaria MMA N. 148/2022
Alseis sertaneja;EN;Portaria MMA N. 148/2022
Appunia aurantiaca;EN;Portaria MMA N. 148/2022
Bathysa sylvestrae;EN;Portaria MMA N. 148/2022
Bradea anomala;EN;Portaria MMA N. 148/2022
Bradea bicornuta;CR;Portaria MMA N. 148/2022
Bradea borrerioides;EN;Portaria MMA N. 148/2022
Bradea brasiliensis;EN;Portaria MMA N. 148/2022
Bradea montana;CR;Portaria MMA N. 148/2022
Calycophyllum papillosum;EN;Portaria MMA N. 148/2022
Carapichea ipecacuanha;VU;Portaria MMA N. 148/2022
Chiococca insularis;CR;Portaria MMA N. 148/2022
Chomelia estrellana;EN;Portaria MMA N. 148/2022
Chomelia polyantha;EN;Portaria MMA N. 148/2022
Chomelia sericea;EN;Portaria MMA N. 148/2022
Chomelia tristis;EN;Portaria MMA N. 148/2022
Cordiera hadrantha;EN;Portaria MMA N. 148/2022
Coussarea accedens;VU;Portaria MMA N. 148/2022
Coussarea ampla;VU;Portaria MMA N. 148/2022
Coussarea andrei;EN;Portaria MMA N. 148/2022
Coussarea bocainae;EN;Portaria MMA N. 148/2022
Coussarea coffeoides;EN;Portaria MMA N. 148/2022
Coussarea friburgensis;EN;Portaria MMA N. 148/2022
Coussarea machadoana;EN;Portaria MMA N. 148/2022
Coussarea megistophylla;EN;Portaria MMA N. 148/2022
Coussarea strigosipes;EN;Portaria MMA N. 148/2022
Coussarea viridis;EN;Portaria MMA N. 148/2022
Duroia valesca;VU;Portaria MMA N. 148/2022
Faramea atlantica;VU;Portaria MMA N. 148/2022
Faramea bahiensis;VU;Portaria MMA N. 148/2022
Faramea bicolor;VU;Portaria MMA N. 148/2022
Faramea brachyloba;EN;Portaria MMA N. 148/2022
Faramea calyciflora;CR;Portaria MMA N. 148/2022
Faramea campanularis;EN;Portaria MMA N. 148/2022
Faramea filamentosa;EN;Portaria MMA N. 148/2022
Faramea includens;VU;Portaria MMA N. 148/2022
Faramea intercedens;CR;Portaria MMA N. 148/2022
Faramea leucocalyx;EN;Portaria MMA N. 148/2022
Faramea paratiensis;EN;Portaria MMA N. 148/2022
Faramea tinguana;CR;Portaria MMA N. 148/2022
Ferdinandusa hirsuta;EN;Portaria MMA N. 148/2022
Galianthe elegans;VU;Portaria MMA N. 148/2022
Galianthe polygonoides;EN;Portaria MMA N. 148/2022
Galianthe souzae;CR;Portaria MMA N. 148/2022
Galianthe vaginata;EN;Portaria MMA N. 148/2022
Galium diphyllum;CR;Portaria MMA N. 148/2022
Galium rubidiflorum;CR;Portaria MMA N. 148/2022
Galium shepherdii;CR;Portaria MMA N. 148/2022
Guettarda blanchetiana;VU;Portaria MMA N. 148/2022
Guettarda divaricata;EN;Portaria MMA N. 148/2022
Guettarda grazielae;EN;Portaria MMA N. 148/2022
Hindsia glabra;CR;Portaria MMA N. 148/2022
Hindsia ibitipocensis;CR;Portaria MMA N. 148/2022
Ixora bahiensis;EN;Portaria MMA N. 148/2022
Ixora heterophylla;EN;Portaria MMA N. 148/2022
Ixora pilosostyla;EN;Portaria MMA N. 148/2022
Kerianthera longiflora;VU;Portaria MMA N. 148/2022
Kerianthera preclara;EN;Portaria MMA N. 148/2022
Manettia campanulacea;CR;Portaria MMA N. 148/2022
Manettia pauciflora;EN;Portaria MMA N. 148/2022
Manettia pedunculata;VU;Portaria MMA N. 148/2022
Melanopsidium nigrum;VU;Portaria MMA N. 148/2022
Mitracarpus anthospermoides;EN;Portaria MMA N. 148/2022
Mitracarpus eritrichoides;EN;Portaria MMA N. 148/2022
Mitracarpus rigidifolius;VU;Portaria MMA N. 148/2022
Pagamea harleyi Steyerm.;VU;Portaria MMA N. 148/2022
Palicourea fulgens;VU;Portaria MMA N. 148/2022
Parachimarrhis breviloba;EN;Portaria MMA N. 148/2022
Posoqueria bahiensis;VU;Portaria MMA N. 148/2022
Posoqueria palustris;EN;Portaria MMA N. 148/2022
Psychotria caudata;VU;Portaria MMA N. 148/2022
Psychotria clavipes;EN;Portaria MMA N. 148/2022
Psychotria fluminensis;VU;Portaria MMA N. 148/2022
Psychotria formosa;VU;Portaria MMA N. 148/2022
Psychotria glaziovii;VU;Portaria MMA N. 148/2022
Psychotria loefgrenii;EN;Portaria MMA N. 148/2022
Psychotria microcarpa;EN;Portaria MMA N. 148/2022
Psychotria paludosa;EN;Portaria MMA N. 148/2022
Psychotria subspathacea;VU;Portaria MMA N. 148/2022
Psychotria tenuinervis;EN;Portaria MMA N. 148/2022
